movieId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,poster_path,cluster_kmeans
5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/5849.jpg,4
3075,Repulsion (1965),Drama|Horror,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,data/posters/3075.jpg,2
5619,"Trials of Henry Kissinger, The (2002)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/5619.jpg,8
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,data/posters/4133.jpg,3
179,Mad Love (1995),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/179.jpg,1
5364,Unfaithful (2002),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/5364.jpg,9
912,Casablanca (1942),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/912.jpg,5
150548,Sherlock: The Abominable Bride (2016),Action|Crime|Drama|Mystery|Thriller,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,data/posters/150548.jpg,3
105540,"All Dogs Christmas Carol, An (1998)",Animation|Children|Comedy|Musical,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data/posters/105540.jpg,3
2333,Gods and Monsters (1998),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/2333.jpg,2
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,data/posters/198.jpg,3
7010,"Lover, The (Amant, L') (1992)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/7010.jpg,5
6405,Treasure Island (1950),Adventure|Children,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/6405.jpg,3
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,data/posters/3833.jpg,10
107141,Saving Mr. Banks (2013),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/107141.jpg,9
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data/posters/4610.jpg,3
3857,Bless the Child (2000),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/3857.jpg,2
26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/26133.jpg,0
161634,Don't Breathe (2016),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/161634.jpg,2
51086,"Number 23, The (2007)",Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,data/posters/51086.jpg,3
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,data/posters/4975.jpg,4
3019,Drugstore Cowboy (1989),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/3019.jpg,3
56788,Charlie Wilson's War (2007),Comedy|Drama|War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,data/posters/56788.jpg,0
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/8984.jpg,11
161354,Batman: The Killing Joke (2016),Action|Animation|Crime|Drama,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/161354.jpg,9
26242,Duel (1971),Action|Mystery|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,data/posters/26242.jpg,3
66198,"International, The (2009)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/66198.jpg,4
27627,Oasis (2002),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/27627.jpg,9
58105,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,data/posters/58105.jpg,4
73344,"Prophet, A (Un Prophète) (2009)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/73344.jpg,7
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/2952.jpg,2
113,Before and After (1996),Drama|Mystery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data/posters/113.jpg,5
5268,No Such Thing (2001),Drama|Fantasy|Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,data/posters/5268.jpg,6
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,data/posters/3700.jpg,0
171751,Munna bhai M.B.B.S. (2003),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/171751.jpg,11
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/6618.jpg,11
6873,Intolerable Cruelty (2003),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/6873.jpg,5
163527,Comedy Central Roast of David Hasselhoff (2010),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/163527.jpg,11
93740,Salmon Fishing in the Yemen (2011),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/93740.jpg,9
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,data/posters/30793.jpg,5
139644,Sicario (2015),Crime|Drama|Mystery,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data/posters/139644.jpg,5
45503,Peaceful Warrior (2006),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/45503.jpg,9
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data/posters/1990.jpg,3
7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,data/posters/7013.jpg,0
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/2969.jpg,3
2339,I'll Be Home For Christmas (1998),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/2339.jpg,4
25757,"Jazz Singer, The (1927)",Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,data/posters/25757.jpg,3
31123,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/31123.jpg,9
4205,Mermaids (1990),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/4205.jpg,5
4032,"Everlasting Piece, An (2000)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/4032.jpg,1
25996,"Star Is Born, A (1954)",Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data/posters/25996.jpg,9
6911,"Jolson Story, The (1946)",Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data/posters/6911.jpg,5
139642,Southpaw (2015),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/139642.jpg,1
45440,Art School Confidential (2006),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/45440.jpg,0
160954,Nerve (2016),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/160954.jpg,6
8261,3 Women (Three Women) (1977),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/8261.jpg,6
149350,Lumberjack Man (2015),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data/posters/149350.jpg,1
2818,Iron Eagle IV (1995),Action|War,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,data/posters/2818.jpg,2
4200,Double Impact (1991),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/4200.jpg,5
97860,Killing Them Softly (2012),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/97860.jpg,7
193565,Gintama: The Movie (2010),Action|Animation|Comedy|Sci-Fi,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/193565.jpg,11
62299,Alone in the Dark II (2008),Action|Horror,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data/posters/62299.jpg,9
5293,Changing Lanes (2002),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/5293.jpg,4
4034,Traffic (2000),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/4034.jpg,3
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,data/posters/8373.jpg,2
76743,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/76743.jpg,10
1601,Hoodlum (1997),Crime|Drama|Film-Noir,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,data/posters/1601.jpg,9
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/6557.jpg,9
129657,Tracers (2015),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/129657.jpg,4
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,data/posters/3535.jpg,4
60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,data/posters/60074.jpg,5
65685,Inkheart (2008),Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data/posters/65685.jpg,2
90719,J. Edgar (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/90719.jpg,5
72603,Merry Madagascar (2009),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/72603.jpg,11
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,data/posters/3663.jpg,4
79251,"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,data/posters/79251.jpg,3
4326,Mississippi Burning (1988),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/4326.jpg,0
4426,Kiss Me Deadly (1955),Film-Noir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data/posters/4426.jpg,3
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/4970.jpg,2
3512,Return to Me (2000),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/3512.jpg,9
62293,"Duchess, The (2008)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/62293.jpg,9
1054,Get on the Bus (1996),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/1054.jpg,1
6429,Winchester '73 (1950),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,data/posters/6429.jpg,4
38198,Darwin's Nightmare (2004),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/38198.jpg,4
8638,Before Sunset (2004),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/8638.jpg,2
5416,Cherish (2002),Comedy|Drama|Thriller,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/5416.jpg,11
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/45720.jpg,4
1652,Year of the Horse (1997),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/1652.jpg,5
8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data/posters/8778.jpg,10
4780,Liam (2000),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/4780.jpg,5
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/649.jpg,4
141422,Suffragette (2015),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/141422.jpg,5
160848,The Red Turtle (2016),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/160848.jpg,6
27,Now and Then (1995),Children|Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/27.jpg,5
6990,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/6990.jpg,3
5643,Powaqqatsi (1988),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/5643.jpg,6
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,data/posters/3355.jpg,1
1956,Ordinary People (1980),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/1956.jpg,1
3451,Guess Who's Coming to Dinner (1967),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/3451.jpg,3
44613,Take the Lead (2006),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/44613.jpg,4
109971,Ocho apellidos vascos (2014),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/109971.jpg,3
1621,Soul Food (1997),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/1621.jpg,5
3410,Soft Fruit (1999),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/3410.jpg,6
984,"Pompatus of Love, The (1996)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/984.jpg,10
501,Naked (1993),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/501.jpg,9
5956,Gangs of New York (2002),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/5956.jpg,4
4809,Silkwood (1983),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/4809.jpg,1
3809,What About Bob? (1991),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3809.jpg,2
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,data/posters/1556.jpg,5
81018,"Illusionist, The (L'illusionniste) (2010)",Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/81018.jpg,3
5836,Houseboat (1958),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/5836.jpg,10
4725,Session 9 (2001),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,data/posters/4725.jpg,1
26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/26900.jpg,6
6417,Live Wire (1992),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/6417.jpg,0
3306,"Circus, The (1928)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3306.jpg,3
5932,Burden of Dreams (1982),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/5932.jpg,9
109383,"Oversimplification of Her Beauty, An (2012)",Animation|Comedy|Drama|Romance,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/109383.jpg,1
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/3629.jpg,2
27905,Casshern (2004),Action|Drama|Fantasy|Sci-Fi,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,data/posters/27905.jpg,10
368,Maverick (1994),Adventure|Comedy|Western,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,data/posters/368.jpg,4
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/1351.jpg,2
93270,Project X (2012),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/93270.jpg,2
149830,Pride and Prejudice and Zombies (2016),Comedy|Horror|Romance|Thriller,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,data/posters/149830.jpg,1
3338,For All Mankind (1989),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3338.jpg,9
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/3827.jpg,3
2485,She's All That (1999),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/2485.jpg,1
5537,Satin Rouge (2002),Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data/posters/5537.jpg,9
101973,Disconnect (2012),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/101973.jpg,5
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,data/posters/631.jpg,2
69529,Home (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/69529.jpg,2
65882,"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,data/posters/65882.jpg,11
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/720.jpg,9
180987,Ferdinand (2017),Animation|Children|Comedy,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/180987.jpg,2
4063,Prelude to a Kiss (1992),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/4063.jpg,2
6051,"Harder They Come, The (1973)",Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/6051.jpg,0
54736,"Kingdom, The (2007)",Action|Drama|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/54736.jpg,3
2290,Stardust Memories (1980),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/2290.jpg,2
105037,"To Do List, The (2013)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/105037.jpg,4
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/8641.jpg,3
564,Chasers (1994),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/564.jpg,4
4581,Dad (1989),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/4581.jpg,9
5922,Attila (Attila Flagello di Dio) (1982),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/5922.jpg,4
3793,X-Men (2000),Action|Adventure|Sci-Fi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/3793.jpg,5
3007,American Movie (1999),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3007.jpg,10
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/6689.jpg,0
167746,The Lego Batman Movie (2017),Action|Animation|Comedy,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/167746.jpg,9
43912,Freedomland (2006),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/43912.jpg,2
6577,Kickboxer 2: The Road Back (1991),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/6577.jpg,0
70728,Bronson (2009),Action|Comedy|Drama|Thriller,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/70728.jpg,1
3884,"Crew, The (2000)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3884.jpg,5
116411,Tangerines (2013),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/116411.jpg,5
3948,Meet the Parents (2000),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/3948.jpg,0
2541,Cruel Intentions (1999),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/2541.jpg,1
168712,Fifty Shades Darker (2017),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/168712.jpg,11
